N6705B Exported scope view data

"Scope.offset: -638"
"Scope.points: 8192"
"Scope.tint: 0.00147456"


Current 1
0.0276523
0.0277123
0.0276833
0.0276608
0.0276812
0.0276619
0.0276501
0.0276683
0.0276662
0.0280048
0.0279309
0.0297846
0.0294943
0.0297504
0.0295907
0.0291181
0.0281913
0.0276394
0.0276491
0.0278623
0.0276362
0.0276201
0.027648
0.0275773
0.0276351
0.027618
0.0276405
0.0276887
0.0290335
0.0286777
0.0293914
0.0297911
0.0296336
0.0292467
0.0283884
0.0276748
0.0277069
0.0276983
0.0276769
0.0277959
0.0276662
0.0276351
0.027633
0.027589
0.0276287
0.0280948
0.0279555
0.0283134
0.0292692
0.0297889
0.0296475
0.0292478
0.0284645
0.0276491
0.0276608
0.0276437
0.0276951
0.027604
0.0276308
0.0276308
0.0276373
0.0276287
0.0277594
0.0276566
0.0278569
0.0282802
0.0291546
0.0298296
0.0297279
0.0295328
0.0286584
0.0276705
0.0276812
0.0276158
0.0276212
0.027619
0.028022
0.0276276
0.0275965
0.0276223
0.0275869
0.0276555
0.0277873
0.0281666
0.0298479
0.0297889
0.0298018
0.029386
0.0287045
0.0276748
0.0276566
0.0276608
0.0276598
0.0276844
0.0276887
0.0276758
0.0276812
0.0276587
0.0276716
0.0276758
0.0278119
0.0295875
0.028846
0.0298725
0.029715
0.02943
0.0288224
0.0277787
0.0276533
0.027648
0.0276383
0.0276169
0.0276662
0.0276941
0.0276298
0.0280477
0.0280241
0.0282823
0.0290742
0.0286531
0.0292617
0.0303097
0.0303997
0.0302861
0.0296336
0.0285759
0.0283188
0.0282352
0.0283359
0.0283766
0.0283734
0.0283498
0.0283016
0.0283413
0.0281623
0.0284784
0.028607
0.028726
0.0293132
0.0302765
0.0303836
0.030014
0.0296293
0.0287088
0.0283745
0.0283198
0.0283252
0.0282577
0.0282052
0.0282298
0.0282802
0.028322
0.0283306
0.0282834
0.0283338
0.0285074
0.0292446
0.030524
0.0305176
0.0303343
0.0298221
0.0288213
0.0282491
0.028278
0.0283123
0.028337
0.0284281
0.0282716
0.0282802
0.028278
0.0281838
0.0282759
0.0283798
0.0285856
0.0304522
0.030029
0.0304286
0.0301286
0.0298339
0.0290421
0.0283241
0.0283134
0.0282909
0.0282866
0.0282245
0.0283134
0.0284045
0.0283616
0.0283466
0.0283252
0.0283316
0.0295328
0.029011
0.0301908
0.0304844
0.0303108
0.0299207
0.0290613
0.0282159
0.0283252
0.0283359
0.0283606
0.0282823
0.0283241
0.0282363
0.0281805
0.0285149
0.0282952
0.028741
0.0284731
0.0288374
0.0297654
0.0303376
0.0302497
0.0300182
0.0292724
0.0283456
0.0283231
0.0283038
0.0282973
0.0283177
0.0283745
0.028382
0.0284656
0.0282555
0.0283638
0.0282084
0.0284516
0.028861
0.0297321
0.0304779
0.0303354
0.0300097
0.0293046
0.0283434
0.0283338
0.0283498
0.0283102
0.0282706
0.0282695
0.0281763
0.0282652
0.0283038
0.0284709
0.0283252
0.0284559
0.0287474
0.0304072
0.0304211
0.0304104
0.0301758
0.0294943
0.0284591
0.0283552
0.0282384
0.0283145
0.0283541
0.0283616
0.0282888
0.0282545
0.0283391
0.0281484
0.0282791
0.0284345
0.030164
0.0294225
0.0303665
0.0303601
0.0300482
0.0295543
0.0287549
0.0283509
0.0283252
0.0282888
0.0282148
0.0282052
0.0282277
0.0283477
0.0283552
0.0283423
0.028367
0.0290463
0.0285888
0.0293014
0.0303579
0.0305154
0.0302379
0.0299004
0.0286338
0.028218
0.0282609
0.0283145
0.0283338
0.0282866
0.0282695
0.0282609
0.0281838
0.0282491
0.0284966
0.0284366
0.0288095
0.029176
0.030164
0.0302893
0.0301457
0.0297504
0.0288599
0.0283348
0.028292
0.0282984
0.0282523
0.0282706
0.028337
0.0285942
0.028322
0.0283456
0.0282866
0.0283102
0.0285181
0.0291278
0.030748
0.030449
0.0302186
0.0298189
0.0288363
0.028262
0.0283027
0.0283927
0.0283273
0.0283252
0.0282566
0.028217
0.0282127
0.0282727
0.028307
0.0283456
0.0285288
0.0304597
0.0299047
0.0303879
0.0302808
0.0300086
0.0291696
0.0283638
0.0283177
0.0282931
0.028292
0.0285631
0.0283648
0.0283316
0.0282652
0.0282727
0.0281934
0.0282802
0.0294342
0.0289585
0.0298446
0.0306247
0.0302936
0.0299389
0.0290763
0.0283091
0.0283295
0.0283573
0.0283359
0.0282834
0.028202
0.0285406
0.0275998
0.0276416
0.0276105
0.0280016
0.0278184
0.0282234
0.0290131
0.0298382
0.0297203
0.0294492
0.0286777
0.0277198
0.027663
0.0276501
0.0276469
0.0276137
0.0276812
0.0276298
0.0276169
0.0276051
0.0276951
0.0276383
0.0277691
0.0280937
0.0289081
0.0298179
0.0300332
0.0294342
0.0287592
0.0277787
0.0276426
0.0276416
0.0276255
0.0276458
0.027648
0.0276501
0.028008
0.0276876
0.027678
0.0277005
0.0278087
0.0280745
0.0298629
0.0297675
0.0297418
0.0294503
0.0289445
0.0278934
0.0276201
0.0277744
0.0276201
0.0276523
0.0276458
0.0276266
0.0275923
0.0276169
0.0276201
0.0276426
0.0277155
0.0293817
0.0286049
0.0296871
0.035437
0.0350856
0.0446598
0.0450552
0.0328171
0.0317102
0.0437426
0.0420024
0.0420549
0.0420313
0.0435893
0.0437608
0.0316727
0.0434779
0.0441112
0.0441315
0.0444723
0.0306504
0.0366822
0.035167
0.0347448
0.0337697
0.0335115
0.0332832
0.0332864
0.0332886
0.0332854
0.0332575
0.0332811
0.0332618
0.0332543
