N6705B Exported scope view data

"Scope.offset: -307"
"Scope.points: 8192"
"Scope.tint: 0.00292864"


Current 1
0.0282888
0.0285609
0.0302433
0.0299347
0.0282502
0.0281688
0.0284409
0.0283531
0.028772
0.0304704
0.0289949
0.0282127
0.0282952
0.0285406
0.0283209
0.0295328
0.0302283
0.028262
0.0283166
0.0283809
0.0286209
0.0284249
0.0303997
0.0295896
0.0283284
0.0283573
0.0283091
0.028592
0.0289188
0.0303172
0.028592
0.0283252
0.0282652
0.0282352
0.0284152
0.0304736
0.0301479
0.0283906
0.0283434
0.0282823
0.0281141
0.0298961
0.0304994
0.0293153
0.0283231
0.0282716
0.0282973
0.0285877
0.0293539
0.0303086
0.0283102
0.0283048
0.028188
0.0282727
0.0284399
0.0304276
0.0298639
0.0283198
0.0284388
0.0282127
0.0283113
0.0287945
0.0303783
0.0287817
0.0282255
0.0283552
0.0283734
0.0283616
0.0297214
0.0301361
0.028218
0.0283252
0.0283423
0.0282673
0.0284977
0.0304629
0.0295028
0.027648
0.0276351
0.0276233
0.0276094
0.0284495
0.0296989
0.0277691
0.0276951
0.0276662
0.0277583
0.0276812
0.0298746
0.0293249
0.0276169
0.0276394
0.0276276
0.0275815
0.0295393
0.0298286
0.0284741
0.0276244
0.0276351
0.0276094
0.0279694
0.0287935
0.0295607
0.0276576
0.0276266
0.0278559
0.0276426
0.0277712
0.0297954
0.0290281
0.0276148
0.0276308
0.0275805
0.0276276
0.028352
0.0297482
0.0279512
0.0278291
0.0276201
0.0275869
0.0276694
0.0292649
0.0294503
0.0277026
0.0276791
0.0276276
0.0275987
0.0278955
0.0297771
0.0286745
0.0276319
0.0276619
0.0276662
0.0276716
0.0286477
0.0296582
0.027768
0.0276351
0.0275815
0.0275826
0.0277133
0.0298393
0.0292478
0.0278944
0.0276373
0.0276244
0.0276083
0.0296668
0.0297857
0.0282159
0.0276416
0.0276555
0.0276566
0.028098
0.0289949
0.0295103
0.0276576
0.0276287
0.0276362
0.0276416
0.0278837
0.0298704
0.0291878
0.0276544
0.027603
0.0275965
0.0276008
0.0283659
0.0296678
0.027783
0.0276705
0.0276598
0.0276319
0.0277058
0.0294932
0.0293517
0.0276373
0.0276319
0.0276008
0.027604
0.028038
0.02994
0.0284763
0.0276266
0.0276105
0.0275987
0.0276437
0.0287688
0.0296046
0.027678
0.0276823
0.0276812
0.0275869
0.027768
0.0298254
0.0290656
0.0276416
0.0276308
0.027798
0.0276716
0.0298361
0.0297804
0.0279855
0.0276641
0.0276019
0.0276051
0.0282159
0.0292103
0.0294589
0.0276801
0.0278505
0.0276083
0.0276641
0.0279116
0.0297943
0.0286927
0.0276319
0.0279652
0.0276362
0.0276448
0.0285856
0.0296336
0.0276737
0.0276201
0.027648
0.0275944
0.0277316
0.0296775
0.0292757
0.0276705
0.0276223
0.0278012
0.0275708
0.0281045
0.0297621
0.0282502
0.027633
0.0276919
0.0278762
0.0276823
0.0289649
0.0295403
0.0276394
0.0276276
0.0275869
0.027918
0.0278151
0.0298489
0.0289445
0.0276512
0.0276351
0.0275976
0.0276201
0.0297804
0.0296914
0.0278109
0.0276383
0.0277969
0.0275955
0.028322
0.0294203
0.029341
0.0276512
0.0276244
0.0277326
0.0277026
0.028022
0.0298596
0.0285695
0.0275998
0.0276491
0.0278773
0.027603
0.028727
0.0296186
0.0276448
0.0276812
0.0276555
0.0276598
0.0284098
0.0303129
0.0297428
0.0283316
0.0283606
0.028233
0.0283959
0.0287838
0.0304244
0.0287399
0.0283338
0.0282973
0.0282255
0.0282245
0.0298511
